ID emp.var.rate cons.price.idx cons.conf.idx euribor3m nr.employed
XHYOU2EFLF 1.1 93.994 -36.4 4.857 5191.0
3EBLFX3086 -2.9 92.20100000000001 -31.4 0.861 5076.2
JVRFUFII90 1.1 93.994 -36.4 4.857 5191.0
U8K66QDEHL 1.4 93.91799999999999 -42.7 4.962 5228.1
FX99KRKVO1 1.4 93.91799999999999 -42.7 4.963 5228.1
WYJNT3GSOZ -1.1 94.76700000000001 -50.8 1.044 4963.6
CRI2MW89RG 1.1 93.994 -36.4 4.857 5191.0
Z8O7YRG6Q9 1.4 93.444 -36.1 4.9639999999999995 5228.1
RVKVCJ5BF9 1.4 93.91799999999999 -42.7 4.968 5228.1
PREJP48N7E 1.1 93.994 -36.4 4.857 5191.0
CA6PGXTSKQ 1.4 93.444 -36.1 4.966 5228.1
WIRAU97D7W -1.1 94.76700000000001 -50.8 1.0390000000000001 4963.6
C68JKIP41K 1.1 93.994 -36.4 4.855 5191.0
W5UK5QBKJV -1.8 92.89299999999999 -46.2 1.281 5099.1
LV8CVCYMPV -0.1 93.2 -42.0 4.021 5195.8
V5GQA7X0WE 1.4 93.91799999999999 -42.7 4.961 5228.1
WLS7I36NOU -1.8 92.89299999999999 -46.2 1.266 5099.1
IL61JVJ8DH 1.4 93.444 -36.1 4.966 5228.1
O77Z9PCRT2 1.1 93.994 -36.4 4.855 5191.0
14MRBKS24Y -2.9 92.20100000000001 -31.4 0.883 5076.2
HJEHS5C6I6 1.1 93.994 -36.4 4.855 5191.0
M5LTYQC8P8 -2.9 92.20100000000001 -31.4 0.873 5076.2
W2VYBOOQQ1 -2.9 92.20100000000001 -31.4 0.883 5076.2
IWMNNC4KI8 1.4 93.444 -36.1 4.965 5228.1
I00P9W4JHK 1.4 94.465 -41.8 4.961 5228.1
5Y4QMZKAIR -1.8 92.89299999999999 -46.2 1.3130000000000002 5099.1
3RN8YPB477 -0.1 93.2 -42.0 4.1530000000000005 5195.8
YSG7G2P98Z 1.4 93.91799999999999 -42.7 4.962 5228.1
C1SCADCLWG 1.4 93.444 -36.1 4.968 5228.1
DK2I4GSOU2 1.4 93.444 -36.1 4.963 5228.1
OJFJG4P4OV 1.1 93.994 -36.4 4.857 5191.0
BDWUU6YC0S 1.4 93.444 -36.1 4.965 5228.1
JYVRYZZEE4 -1.8 92.89299999999999 -46.2 1.264 5099.1
QICNYZ4JK6 1.4 93.91799999999999 -42.7 4.962 5228.1
5D1D5ZNMCG -1.8 93.075 -47.1 1.41 5099.1
98M6631KQP 1.4 93.444 -36.1 4.967 5228.1
7DNP84SK2O 1.1 93.994 -36.4 4.856 5191.0
SS0Y4BU2WE -0.1 93.2 -42.0 4.12 5195.8
NKUW9I2X58 1.4 94.465 -41.8 4.865 5228.1
U2FOH6ICFO 1.4 93.91799999999999 -42.7 4.968 5228.1
C3C5MOF3Z8 1.4 93.91799999999999 -42.7 4.962 5228.1
18WS93GRQS 1.4 94.465 -41.8 4.864 5228.1
1KH9M2DIO6 1.1 93.994 -36.4 4.86 5191.0
O8C9WM8PM4 1.1 93.994 -36.4 4.86 5191.0
DEWDX68SR1 1.1 93.994 -36.4 4.859 5191.0
4S49CC5TYF 1.1 93.994 -36.4 4.857 5191.0
J8ZDQJYEPT -1.8 93.876 -40.0 0.684 5008.7
8PBW9L9LGS 1.4 93.444 -36.1 4.97 5228.1
IN1ULJOB9J 1.1 93.994 -36.4 4.86 5191.0
AXEIJIP2FZ -1.8 92.89299999999999 -46.2 1.334 5099.1
8O9ARWJPOC -1.8 93.075 -47.1 1.365 5099.1
37QC46QXIL -2.9 92.963 -40.8 1.262 5076.2
N5FV0F7W4F 1.4 93.91799999999999 -42.7 4.962 5228.1
XR64N4IYWR -3.4 92.37899999999999 -29.8 0.743 5017.5
TEBC4LWWJQ 1.1 93.994 -36.4 4.855 5191.0
HYDPVY8I30 1.4 93.444 -36.1 4.97 5228.1
5H6M7GJ1MW -0.1 93.2 -42.0 4.12 5195.8
OH3FDCAYZ1 -0.1 93.2 -42.0 4.0760000000000005 5195.8
US71K90PVM 1.4 93.91799999999999 -42.7 4.96 5228.1
FXQRZ5TJ2O -1.8 92.89299999999999 -46.2 1.244 5099.1
F4L9I0N2V8 1.1 93.994 -36.4 4.8580000000000005 5191.0
M9RLXEXZIQ 1.4 94.465 -41.8 4.961 5228.1
A8T55UPW55 -1.8 92.89299999999999 -46.2 1.334 5099.1
ECBO2XSGMO -1.1 94.199 -37.5 0.882 4963.6
UQEEIN8NRK 1.1 93.994 -36.4 4.86 5191.0
YSD99AK0LR -0.1 93.2 -42.0 4.12 5195.8
07B1K2C0HQ 1.4 93.444 -36.1 4.963 5228.1
R2FYWI1QLL -1.8 93.075 -47.1 1.405 5099.1
UAO9OKJMEB 1.4 93.91799999999999 -42.7 4.961 5228.1
TFUF1EPW4Q 1.4 93.444 -36.1 4.963 5228.1
FT9F0EMI1E -0.1 93.2 -42.0 4.021 5195.8
QMQJZ6SE7C 1.4 93.91799999999999 -42.7 4.963 5228.1
YJU86F98C1 -0.1 93.2 -42.0 4.021 5195.8
0XYR7UNETY 1.4 93.91799999999999 -42.7 4.963 5228.1
ZG75HWV2MJ -2.9 92.20100000000001 -31.4 0.873 5076.2
W11DWD5NTN 1.4 94.465 -41.8 4.961 5228.1
SPAWK9MKT4 1.4 94.465 -41.8 4.8660000000000005 5228.1
04M07ZMF11 -1.8 92.89299999999999 -46.2 1.327 5099.1
Y42YCUVMXY -0.1 93.2 -42.0 4.1530000000000005 5195.8
ANF9X8XEU0 1.4 93.444 -36.1 4.963 5228.1
CUQN67QUVB -1.8 92.89299999999999 -46.2 1.244 5099.1
KAG9YP6RAS 1.4 94.465 -41.8 4.961 5228.1
8YZSHWZQ2F -1.8 93.075 -47.1 1.405 5099.1
ANHBON4Q01 1.1 93.994 -36.4 4.857 5191.0
DB5FOOKK0D 1.4 94.465 -41.8 4.96 5228.1
ZOCS5SVE56 1.4 93.91799999999999 -42.7 4.96 5228.1
424HZEUWDU 1.4 93.444 -36.1 4.968 5228.1
WKOI3OKOEY 1.4 93.91799999999999 -42.7 4.963 5228.1
RCMLKD8HC3 1.4 94.465 -41.8 4.961 5228.1
YUZXTACNYN -1.8 93.075 -47.1 1.435 5099.1
XMWLJQV486 -1.8 92.89299999999999 -46.2 1.3130000000000002 5099.1
RNC6BCPCYF 1.1 93.994 -36.4 4.859 5191.0
6CI0VXBS9X 1.4 93.91799999999999 -42.7 4.96 5228.1
O8RHRYP0Y8 -1.8 92.89299999999999 -46.2 1.25 5099.1
QYR7TE71AF 1.1 93.994 -36.4 4.859 5191.0
C4H4ZJ3Q1X -1.8 92.89299999999999 -46.2 1.334 5099.1
BVPCE6NW59 -2.9 92.20100000000001 -31.4 0.8490000000000001 5076.2
565PYCCBBC 1.4 94.465 -41.8 4.959 5228.1
3N72FHZ83P -1.8 93.075 -47.1 1.365 5099.1
XU0XAHYMW5 1.4 93.444 -36.1 4.963 5228.1
QB1XV65IUE 1.4 93.444 -36.1 4.966 5228.1
LO2J0QSZNG 1.4 93.444 -36.1 4.9639999999999995 5228.1
GEGJ1VA7ZB -3.4 92.431 -26.9 0.7390000000000001 5017.5
ZWCJDFPEF9 -1.8 93.075 -47.1 1.4980000000000002 5099.1
FXE7AG6SM5 -1.1 94.601 -49.5 0.977 4963.6
RMU34W8GE9 1.1 93.994 -36.4 4.857 5191.0
CQOTGUDIBV 1.4 93.91799999999999 -42.7 4.957 5228.1
SQBVJTHITM -3.4 92.649 -30.1 0.7190000000000001 5017.5
XNYWER4PJA 1.4 93.91799999999999 -42.7 4.962 5228.1
TRQTR38I0J 1.4 93.91799999999999 -42.7 4.962 5228.1
WCG91PE6AI 1.1 93.994 -36.4 4.856 5191.0
E5OOCK2KBI 1.4 93.91799999999999 -42.7 4.962 5228.1
NK3ZUYA7DW 1.4 93.91799999999999 -42.7 4.957 5228.1
7N120V9FTT 1.4 93.444 -36.1 4.963 5228.1
ZS95PBRQAB -1.8 93.075 -47.1 1.405 5099.1
QKPE9KT0T8 -2.9 92.469 -33.6 1.0290000000000001 5076.2
7IMFFRSR14 -1.8 92.89299999999999 -46.2 1.3130000000000002 5099.1
DML3IRHKSY 1.4 94.465 -41.8 4.96 5228.1
P5M8LX2SYY 1.4 93.91799999999999 -42.7 4.96 5228.1
A9002VDUGC -1.8 92.89299999999999 -46.2 1.25 5099.1
1BGZRXO1P6 -1.8 93.075 -47.1 1.445 5099.1
RUTWSGZUM6 -0.1 93.2 -42.0 4.12 5195.8
EJR4NEPDXU 1.4 93.91799999999999 -42.7 4.963 5228.1
7IWWRSMK49 1.4 93.444 -36.1 4.963 5228.1
A83QW47DM4 1.1 93.994 -36.4 4.859 5191.0
35KQ15XHO7 1.1 93.994 -36.4 4.8580000000000005 5191.0
Y523K06C1O 1.1 93.994 -36.4 4.857 5191.0
38NA215SHB -1.8 92.89299999999999 -46.2 1.244 5099.1
HAJXXHBCBT 1.1 93.994 -36.4 4.856 5191.0
CXFGJGC050 1.1 93.994 -36.4 4.8580000000000005 5191.0
5W10LWQ9ZT 1.4 93.91799999999999 -42.7 4.961 5228.1
G5Q7WYPPOF -3.4 92.431 -26.9 0.742 5017.5
6ASVLHF57Q -1.7 94.055 -39.8 0.7040000000000001 4991.6
TS5TJ87SR2 -0.1 93.2 -42.0 4.1530000000000005 5195.8
8IYWE9GZGF -1.8 93.075 -47.1 1.365 5099.1
PQLAU5MLQQ 1.1 93.994 -36.4 4.856 5191.0
K9V663QSSF -1.8 92.89299999999999 -46.2 1.3130000000000002 5099.1
GZ0LX9DR02 1.4 93.444 -36.1 4.967 5228.1
XY46HZNMY4 1.1 93.994 -36.4 4.859 5191.0
DILG9ENDRC -1.8 92.89299999999999 -46.2 1.327 5099.1
77SJOM86XJ 1.4 94.465 -41.8 4.947 5228.1
JFLAXEFANU 1.1 93.994 -36.4 4.857 5191.0
MT3UVDWUGV 1.4 94.465 -41.8 4.864 5228.1
KRNOOLAH20 1.4 93.444 -36.1 4.968 5228.1
GL7GN2WVTO -1.8 92.89299999999999 -46.2 1.3130000000000002 5099.1
5TWD6O8L01 1.4 93.91799999999999 -42.7 4.96 5228.1
ZDNWCKZJZF -1.8 92.89299999999999 -46.2 1.291 5099.1
JE27WB048Y 1.1 93.994 -36.4 4.857 5191.0
0IOKJ4A0X0 1.1 93.994 -36.4 4.857 5191.0
UYNCWGZ4MY -1.1 94.199 -37.5 0.88 4963.6
VUPTXVU2CC -1.8 92.89299999999999 -46.2 1.291 5099.1
TNRDZ0ZIDF -1.1 94.601 -49.5 0.965 4963.6
ZZZL3WSOCA -0.1 93.2 -42.0 4.191 5195.8
QJ538VLHEO 1.1 93.994 -36.4 4.864 5191.0
M61I04QGUO 1.1 93.994 -36.4 4.855 5191.0
W327ZZT9SH 1.1 93.994 -36.4 4.86 5191.0
635OM86EIN -1.8 92.89299999999999 -46.2 1.344 5099.1
X6OOOL1XAP 1.4 93.444 -36.1 4.963 5228.1
QLKL9PLGNQ 1.4 94.465 -41.8 4.961 5228.1
S9YSZ0LM0C -1.8 92.89299999999999 -46.2 1.344 5099.1
C0MRJZVFKO 1.4 93.91799999999999 -42.7 4.96 5228.1
PS1TZ0CW6L -3.4 92.37899999999999 -29.8 0.809 5017.5
NIH79Q9FOC -1.8 93.075 -47.1 1.405 5099.1
8CTWJ266DL -1.8 93.075 -47.1 1.405 5099.1
Q4YJ6TLH8S -1.8 92.89299999999999 -46.2 1.344 5099.1
O14IQVCGZ0 1.1 93.994 -36.4 4.857 5191.0
XKRQTMN8XW 1.4 94.465 -41.8 4.962 5228.1
0YV7P8IIKI 1.4 93.444 -36.1 4.9639999999999995 5228.1
Z4G1M7RQYB 1.1 93.994 -36.4 4.856 5191.0
6E77ORU135 -0.1 93.2 -42.0 4.1530000000000005 5195.8
HDK07MRTG3 -1.8 93.075 -47.1 1.41 5099.1
3TJ32QI5PC -2.9 92.963 -40.8 1.262 5076.2
0BG32B8J4A 1.1 93.994 -36.4 4.857 5191.0
01P5XY1XFL -2.9 92.963 -40.8 1.262 5076.2
GTQTSELRLU 1.1 93.994 -36.4 4.857 5191.0
KIYZ1SWWKF -1.8 93.075 -47.1 1.365 5099.1
PRFGWQ3W8I -1.7 94.027 -38.3 0.904 4991.6
D272EVXZTP 1.4 94.465 -41.8 4.865 5228.1
OCUTET1F7H -0.1 93.2 -42.0 4.021 5195.8
D0YCFD5T9C 1.1 93.994 -36.4 4.857 5191.0
VTUC3NB8B3 1.4 93.91799999999999 -42.7 4.963 5228.1
DL5NPU3PE6 1.1 93.994 -36.4 4.855 5191.0
GT5LECX7O8 1.4 93.91799999999999 -42.7 4.962 5228.1
VZPIDN3GCF 1.4 93.91799999999999 -42.7 4.968 5228.1
LJVFQS5K54 1.1 93.994 -36.4 4.857 5191.0
IPXAK414AN -1.7 94.215 -40.3 0.81 4991.6
SDKR6BQ6JX 1.4 94.465 -41.8 4.96 5228.1
AIXCOTI7X8 1.4 93.91799999999999 -42.7 4.968 5228.1
QGMHFYZ2QK 1.1 93.994 -36.4 4.856 5191.0
VB45E0CA0U 1.1 93.994 -36.4 4.86 5191.0
H6J6S07OJ0 -1.8 92.89299999999999 -46.2 1.25 5099.1
TT1MAFJH8W 1.1 93.994 -36.4 4.857 5191.0
1AA9FI4Y4W 1.4 93.444 -36.1 4.968 5228.1
JZ7CSWBLYB -3.4 92.37899999999999 -29.8 0.77 5017.5
NBYF7YC3Y3 -1.8 93.075 -47.1 1.423 5099.1
I1LM5HDJK2 1.4 93.91799999999999 -42.7 4.96 5228.1
5YXD45YSR5 1.1 93.994 -36.4 4.855 5191.0
JG0R2PSUDM -1.8 93.075 -47.1 1.405 5099.1
YRTIDUKVD2 1.4 94.465 -41.8 4.961 5228.1
IJCJRETNRV -3.4 92.649 -30.1 0.715 5017.5
UMQZ6KQE6V -2.9 92.20100000000001 -31.4 0.838 5076.2
UQDNBJ2R14 1.4 93.444 -36.1 4.9639999999999995 5228.1
TSAKU4OT7P -0.1 93.2 -42.0 4.1530000000000005 5195.8
58MJE1RBIL 1.4 93.444 -36.1 4.963 5228.1
M2GZ01709S 1.1 93.994 -36.4 4.856 5191.0
VQKF8U1JXL 1.4 93.444 -36.1 4.963 5228.1
B1KNVBPQPK -0.1 93.2 -42.0 4.12 5195.8
GJSSSHS8DW 1.1 93.994 -36.4 4.859 5191.0
L6WCVU2C1O 1.4 94.465 -41.8 4.962 5228.1
ZJ1I4VRIFG 1.4 93.444 -36.1 4.966 5228.1
5UHDXI9BCC -0.1 93.2 -42.0 4.021 5195.8
W2NUJ3Z3BB 1.1 93.994 -36.4 4.855 5191.0
VQN64MY8J8 1.4 93.91799999999999 -42.7 4.958 5228.1
KJ2TFY0QCE 1.4 93.444 -36.1 4.968 5228.1
BI4LN9TRNS -1.8 92.89299999999999 -46.2 1.25 5099.1
9VUMT0FDXN -1.8 92.89299999999999 -46.2 1.3130000000000002 5099.1
SLCFLV484Q 1.1 93.994 -36.4 4.857 5191.0
BFRK6NAZFM 1.1 93.994 -36.4 4.8580000000000005 5191.0
2FB8QR32DG -3.4 92.37899999999999 -29.8 0.7809999999999999 5017.5
5LQ0RZFH0V 1.1 93.994 -36.4 4.857 5191.0
Y9CSVRL1WW 1.1 93.994 -36.4 4.856 5191.0
CO8HLA768M 1.4 93.444 -36.1 4.963 5228.1
N55P5X3M7I 1.4 93.444 -36.1 4.968 5228.1
8R1AAXZWHX 1.4 93.91799999999999 -42.7 4.957 5228.1
5S01BSI4MG 1.4 94.465 -41.8 4.864 5228.1
52RBJHJ9HZ -1.8 92.84299999999999 -50.0 1.757 5099.1
XTC1EMPT8C -0.1 93.2 -42.0 4.1530000000000005 5195.8
DNG915C98O 1.1 93.994 -36.4 4.856 5191.0
I1UOG7XU15 1.4 93.444 -36.1 4.9639999999999995 5228.1
7GPSGC5K3F -1.8 92.89299999999999 -46.2 1.327 5099.1
YOJOAP6BAR -0.1 93.2 -42.0 4.1530000000000005 5195.8
BYS23IU7L7 1.1 93.994 -36.4 4.8580000000000005 5191.0
VESNDBZMEW 1.4 94.465 -41.8 4.967 5228.1
437Q6FZPYJ 1.4 93.91799999999999 -42.7 4.962 5228.1
QBYYSY454W -1.8 93.075 -47.1 1.405 5099.1
7HLJPT2JG0 1.4 94.465 -41.8 4.959 5228.1
JHMDQ5ELHX -0.1 93.2 -42.0 4.0760000000000005 5195.8
NXUDW7KFAZ 1.1 93.994 -36.4 4.855 5191.0
4CV15424U7 -1.8 92.89299999999999 -46.2 1.266 5099.1
VDLC72UC4Z 1.4 93.444 -36.1 4.965 5228.1
FZ3C336U75 1.4 93.91799999999999 -42.7 4.962 5228.1
JZVANQTDM9 -1.8 92.89299999999999 -46.2 1.327 5099.1
X4O18LBJ03 -1.1 94.199 -37.5 0.8809999999999999 4963.6
WTAVYRS03Q 1.4 93.91799999999999 -42.7 4.96 5228.1
Y9SNNGA6YY 1.1 93.994 -36.4 4.864 5191.0
1ESHQ0LHHA 1.4 93.91799999999999 -42.7 4.961 5228.1
Q734T4DRBO 1.4 94.465 -41.8 4.967 5228.1
EXY6QBBKS1 -1.8 92.89299999999999 -46.2 1.327 5099.1
MAB11MFOQN 1.1 93.994 -36.4 4.855 5191.0
VHNGBY0AWH 1.4 93.91799999999999 -42.7 4.963 5228.1
TP1M20XAS8 1.1 93.994 -36.4 4.8580000000000005 5191.0
1KRZX6VTEU 1.4 93.444 -36.1 4.965 5228.1
ZAZR3YJDHU -1.8 93.075 -47.1 1.405 5099.1
ABUDN6D4VZ 1.1 93.994 -36.4 4.857 5191.0
CG4ZK2NGDK -1.8 93.075 -47.1 1.41 5099.1
UH231YCHC6 -1.8 92.89299999999999 -46.2 1.2990000000000002 5099.1
GM7J9AQHCK 1.4 94.465 -41.8 4.961 5228.1
3DC5QCLV3H -1.8 92.89299999999999 -46.2 1.266 5099.1
500N60HQPF 1.4 93.444 -36.1 4.963 5228.1
SR7TGLBPZB -0.1 93.2 -42.0 4.12 5195.8
VS44AAKZMZ 1.4 94.465 -41.8 4.864 5228.1
VI7ZG21CLP -1.8 92.89299999999999 -46.2 1.266 5099.1
YCGCZ8GDTT 1.4 93.91799999999999 -42.7 4.962 5228.1
GPYNDUF7VX 1.4 93.91799999999999 -42.7 4.96 5228.1
4RVESANECA 1.4 93.91799999999999 -42.7 4.963 5228.1
W9N8OUXADD 1.4 94.465 -41.8 4.961 5228.1
45P51O1DCP 1.4 94.465 -41.8 4.8660000000000005 5228.1
9GBBI6KSJW -1.8 92.89299999999999 -46.2 1.344 5099.1
WH9M5Z66F5 1.1 93.994 -36.4 4.857 5191.0
46PME3QRRA -1.8 93.876 -40.0 0.672 5008.7
J9N4BGGVJ7 1.1 93.994 -36.4 4.86 5191.0
EL8CVLXQKB -3.4 92.431 -26.9 0.7390000000000001 5017.5
GFFU7P9WK3 -0.1 93.2 -42.0 4.1530000000000005 5195.8
A4901N6U9B 1.4 94.465 -41.8 4.959 5228.1
89N2453AH9 1.4 93.444 -36.1 4.965 5228.1
X0DLFR7YWD 1.4 93.91799999999999 -42.7 4.958 5228.1
3Z45SWLBH9 1.1 93.994 -36.4 4.8580000000000005 5191.0
RWF0FXEWIN -2.9 92.963 -40.8 1.26 5076.2
6M02DUMDN4 -0.1 93.2 -42.0 4.191 5195.8
9AO7K6TA6G -1.8 92.89299999999999 -46.2 1.266 5099.1
GDIHEAPGZJ 1.4 93.444 -36.1 4.9639999999999995 5228.1
L0HA430UVO -1.1 94.199 -37.5 0.8859999999999999 4963.6
P5B5ZYTPLQ 1.4 94.465 -41.8 4.96 5228.1
JDORFNAXA2 1.4 93.91799999999999 -42.7 4.961 5228.1
Q8OI7JNS7K -2.9 92.963 -40.8 1.286 5076.2
ITLHHJQT0F -0.1 93.2 -42.0 4.12 5195.8
DJLSG7RT74 -1.8 93.075 -47.1 1.435 5099.1
VFA9CM5C13 -3.4 92.649 -30.1 0.7140000000000001 5017.5
A5ZFMIZ7A8 -0.1 93.2 -42.0 4.021 5195.8
R49ZZP986K 1.4 93.91799999999999 -42.7 4.963 5228.1
3YSVRFT5LH 1.1 93.994 -36.4 4.856 5191.0
I4ALMOGJE5 -1.1 94.199 -37.5 0.883 4963.6
LSBNRDRH8E 1.1 93.994 -36.4 4.855 5191.0
6NEBNSMJC9 1.4 93.91799999999999 -42.7 4.955 5228.1
BQVQ5MZAY9 -1.8 92.89299999999999 -46.2 1.344 5099.1
OU9AAVDYQU 1.4 93.91799999999999 -42.7 4.96 5228.1
MCF4CQHV6G 1.4 94.465 -41.8 4.961 5228.1
IDCII3SH5U 1.4 93.91799999999999 -42.7 4.962 5228.1
O2EGHC3CS2 -1.7 94.215 -40.3 0.846 4991.6
T1Z1FHCNPH 1.4 94.465 -41.8 4.865 5228.1
K7EAF7JF50 -1.8 92.89299999999999 -46.2 1.266 5099.1
GH4YXRM02R -1.7 94.027 -38.3 0.9 4991.6
BMWN0SOZB4 -3.4 92.649 -30.1 0.715 5017.5
US8F7UHGBK 1.1 93.994 -36.4 4.857 5191.0
UCS6H11IH0 -0.1 93.2 -42.0 4.1530000000000005 5195.8
WTX48PJDXZ 1.4 93.91799999999999 -42.7 4.961 5228.1
HBD6HOR0C4 1.4 93.444 -36.1 4.965 5228.1
ZXOKMRVOI3 1.1 93.994 -36.4 4.856 5191.0
4GO3LNX9HU 1.4 94.465 -41.8 4.961 5228.1
2XZ0MBWFK8 1.4 93.91799999999999 -42.7 4.962 5228.1
KCL77SHTZP 1.4 93.444 -36.1 4.965 5228.1
GR6WE20ZV4 -1.8 92.89299999999999 -46.2 1.281 5099.1
Z5L0QM9X82 1.4 94.465 -41.8 4.959 5228.1
DOEWEG64S7 -1.8 92.89299999999999 -46.2 1.25 5099.1
2XYBAAZQ75 1.4 94.465 -41.8 4.967 5228.1
F1FC483W6O 1.4 93.444 -36.1 4.965 5228.1
PAEQOTZIM9 1.1 93.994 -36.4 4.86 5191.0
97ASNA3AGW -1.8 93.075 -47.1 1.405 5099.1
KASN30UAOG 1.1 93.994 -36.4 4.859 5191.0
QVGGUY2LBO -1.1 94.601 -49.5 0.977 4963.6
8D9Y1FYQUR -1.8 92.89299999999999 -46.2 1.344 5099.1
GQ709ABQJP 1.4 93.91799999999999 -42.7 4.963 5228.1
QPCYW08XFE 1.4 93.444 -36.1 4.966 5228.1
WD8IYMNPTF 1.4 93.444 -36.1 4.965 5228.1
3C4IGKZZ2J -1.8 92.89299999999999 -46.2 1.27 5099.1
DKJ4WMHWO5 1.1 93.994 -36.4 4.864 5191.0
98T0X1ZRZD 1.4 93.444 -36.1 4.966 5228.1
P5TGI5866W 1.1 93.994 -36.4 4.857 5191.0
9R9LE3BICL 1.4 94.465 -41.8 4.967 5228.1
B30SK47UAD 1.4 94.465 -41.8 4.96 5228.1
ABK1AUB2N2 1.4 94.465 -41.8 4.962 5228.1
HQPCSWQS4Q -1.8 93.075 -47.1 1.4980000000000002 5099.1
7YDUA1GML2 1.4 93.91799999999999 -42.7 4.961 5228.1
TEYL447PI5 1.4 94.465 -41.8 4.958 5228.1
TGXU3GBEF9 -1.8 92.89299999999999 -46.2 1.266 5099.1
TA9NR6C53L 1.1 93.994 -36.4 4.855 5191.0
89QAWV98ZB 1.4 93.91799999999999 -42.7 4.962 5228.1
58RUBHUL9H 1.4 94.465 -41.8 4.864 5228.1
68DDP5N7BC -1.7 94.215 -40.3 0.884 4991.6
13CQJ70PYD 1.4 93.91799999999999 -42.7 4.963 5228.1
9SLP84PUY6 1.4 93.91799999999999 -42.7 4.957 5228.1
3YRR8ZJ1IQ -1.8 92.89299999999999 -46.2 1.3130000000000002 5099.1
7LNRK562VN 1.4 93.444 -36.1 4.965 5228.1
HPV24LFB43 1.4 93.444 -36.1 4.9639999999999995 5228.1
VKXE9ZK20R -0.1 93.2 -42.0 4.1530000000000005 5195.8
5B9TJSWMLI 1.4 94.465 -41.8 4.8660000000000005 5228.1
T83Y1NG2IN 1.4 93.91799999999999 -42.7 4.962 5228.1
T4EFIWO3LF 1.1 93.994 -36.4 4.856 5191.0
9J7RV0IS9L 1.4 93.91799999999999 -42.7 4.96 5228.1
9BGNO0V146 1.1 93.994 -36.4 4.855 5191.0
10Q0W6HLGZ -2.9 92.20100000000001 -31.4 0.8290000000000001 5076.2
EE620L3E98 1.1 93.994 -36.4 4.856 5191.0
TSPKU07AZR -1.8 92.89299999999999 -46.2 1.334 5099.1
YPDFP3L2LY 1.4 93.444 -36.1 4.968 5228.1
VDCW81SUEA -1.1 94.199 -37.5 0.882 4963.6
OBIM3I3N16 1.4 93.91799999999999 -42.7 4.962 5228.1
JSR498Q5BS 1.4 93.91799999999999 -42.7 4.96 5228.1
VG905MT1NQ 1.4 93.444 -36.1 4.963 5228.1
HP36W7G5JN -1.8 93.075 -47.1 1.405 5099.1
CY8V6DHLS8 -1.8 92.89299999999999 -46.2 1.3130000000000002 5099.1
CJMYM7RAFT 1.1 93.994 -36.4 4.8580000000000005 5191.0
XV03YUD4G9 -3.4 92.431 -26.9 0.722 5017.5
B0RKJD29YH 1.1 93.994 -36.4 4.857 5191.0
4FFCC9470P -0.1 93.2 -42.0 4.021 5195.8
H4LCNP6THI 1.4 94.465 -41.8 4.962 5228.1
QKNWOWCL4Z 1.4 93.444 -36.1 4.965 5228.1
WO0EQYVHER 1.1 93.994 -36.4 4.857 5191.0
E626BM0YVH -1.8 92.89299999999999 -46.2 1.266 5099.1
R8N6XOYXBG 1.4 93.91799999999999 -42.7 4.963 5228.1
UDIIFQR8P4 1.4 93.91799999999999 -42.7 4.96 5228.1
CZ9HDSJV1F -1.1 94.199 -37.5 0.8859999999999999 4963.6
Q1TT7X4AB4 1.4 93.91799999999999 -42.7 4.962 5228.1
N4NTB8HGUF -1.8 92.84299999999999 -50.0 1.7990000000000002 5099.1
A75OOXN5TR -1.8 92.89299999999999 -46.2 1.2990000000000002 5099.1
FUVDURM3HR 1.4 93.444 -36.1 4.968 5228.1
X348S11SJI 1.4 93.444 -36.1 4.9639999999999995 5228.1
X7XFNE1KNG 1.1 93.994 -36.4 4.857 5191.0
IF9ANNYCH9 1.1 93.994 -36.4 4.857 5191.0
D892N37OGI 1.1 93.994 -36.4 4.8580000000000005 5191.0
D452OHS2VU 1.4 93.91799999999999 -42.7 4.962 5228.1
TSA5152WLB -0.1 93.2 -42.0 4.12 5195.8
AQJGL86KQW 1.1 93.994 -36.4 4.859 5191.0
MKNXYF0D9J -1.7 94.215 -40.3 0.861 4991.6
9OF8IJXQFH -3.4 92.37899999999999 -29.8 0.743 5017.5
S1LGWXE7SO 1.4 93.444 -36.1 4.963 5228.1
O8WNYRO9HU -1.8 92.89299999999999 -46.2 1.2990000000000002 5099.1
LINEBY73T4 1.4 93.91799999999999 -42.7 4.961 5228.1
XV5WEUNHNF -0.1 93.2 -42.0 4.0760000000000005 5195.8
IZTG0CTADC 1.1 93.994 -36.4 4.856 5191.0
MQFC54CKYP 1.4 93.91799999999999 -42.7 4.96 5228.1
QK1JP2AQ2L 1.4 93.91799999999999 -42.7 4.968 5228.1
F2FK5VG6VN 1.4 93.91799999999999 -42.7 4.963 5228.1
UH1S1N3ZLK -2.9 92.20100000000001 -31.4 0.884 5076.2
JQKXVATR7G 1.4 93.91799999999999 -42.7 4.962 5228.1
0I2SS6E0PF -1.8 92.89299999999999 -46.2 1.344 5099.1
00I76GNOI6 1.1 93.994 -36.4 4.86 5191.0
UP58PJHTOF -3.0 92.713 -33.0 0.7170000000000001 5023.5
906TBWMD5P -3.0 92.713 -33.0 0.715 5023.5
NZO34PBBAB -1.1 94.199 -37.5 0.884 4963.6
XERDO1UF9U -2.9 92.963 -40.8 1.26 5076.2
