ID campaign pdays previous poutcome
FKX1DV7MU5 4 999 0 nonexistent
L2G4OC7OGM 4 999 0 nonexistent
JG1NKBL7BP 4 999 0 nonexistent
WMSAZAL6IU 3 999 1 failure
SXJTVPJEDV 1 999 1 failure
1PO0JJ3HFU 1 999 0 nonexistent
7SUXCIPI9V 1 999 0 nonexistent
XC8RF2AXJP 2 999 0 nonexistent
F8ZPT9KEK6 3 999 0 nonexistent
WWCNDJIGM2 2 999 0 nonexistent
0AP3NAABJJ 2 2 1 success
GNMXXCUSMH 2 3 1 success
3TGM42WRXO 5 999 1 failure
42JRX2V29Z 3 999 0 nonexistent
GOSGV6S56E 3 999 0 nonexistent
GGFLBZE21R 2 999 0 nonexistent
V8YV1GW8CX 1 999 0 nonexistent
PD8DIH121C 1 999 0 nonexistent
2S78LTDWAT 7 999 0 nonexistent
D83TMMWH5W 2 999 0 nonexistent
VMO0L8X136 2 999 0 nonexistent
BT2WSPMLV4 3 999 0 nonexistent
JG7CBDYCII 2 999 0 nonexistent
3LS2EWBSPJ 1 999 0 nonexistent
3H55JBLE3G 2 999 0 nonexistent
S6VWB1777G 1 999 1 failure
AHAZ7U14AE 2 999 0 nonexistent
Y0PFY9X90Z 1 999 0 nonexistent
IZODN6CR2M 4 999 0 nonexistent
X3H2496FRJ 1 999 0 nonexistent
L6R6C2MFHQ 2 999 0 nonexistent
MTY8OWD3J7 3 999 0 nonexistent
JT7LMQLAT6 1 999 0 nonexistent
AMNJ7A34YF 2 999 1 failure
G2SF2MXRPW 1 999 0 nonexistent
09UZ4J07ZT 3 999 1 failure
6BCUV74N63 1 999 0 nonexistent
LAYUXLBYR2 2 999 0 nonexistent
T5Z8JOAZ8R 29 999 0 nonexistent
YOLGHK6QLF 4 999 0 nonexistent
9GBBI6KSJW 2 999 0 nonexistent
4TY6BSYDHW 9 999 0 nonexistent
RGOBRJH3P4 5 999 0 nonexistent
SEEBCZLK5C 1 999 0 nonexistent
SDE7ASNQ1M 3 999 0 nonexistent
U28VU5R2PT 8 999 1 failure
M7A9S5R0DS 10 999 0 nonexistent
VRGJ1H3H77 3 999 0 nonexistent
SDKWENXUHZ 1 999 0 nonexistent
R4XT99SU2X 1 999 0 nonexistent
QS5J3HQP4H 1 999 1 failure
RF1CS88W74 4 999 0 nonexistent
3TLFWHV4AQ 1 999 0 nonexistent
4ASC9BM3A7 5 999 0 nonexistent
6PZZSG2LBN 2 999 0 nonexistent
UVT9RFCL8C 2 999 0 nonexistent
RCKZNZJQM7 4 999 0 nonexistent
SXREE8MG72 1 999 0 nonexistent
5P4CKELQY8 4 999 0 nonexistent
BTW9FOFBZ0 4 999 0 nonexistent
S5C571D3PB 1 999 1 failure
C1OMEABEJM 1 999 0 nonexistent
4FZXPX6D7S 3 999 1 failure
3HCEAS1UJR 5 999 0 nonexistent
XIWWG818ZK 8 999 0 nonexistent
SGD02XSN4S 7 999 0 nonexistent
K9IHY7YDO3 2 999 0 nonexistent
6VZAQ4HRPW 2 999 0 nonexistent
9O7NBLN00L 3 999 0 nonexistent
7PP4QJ22R3 1 999 0 nonexistent
MDBU58X73B 1 999 0 nonexistent
HDFSTBB9SD 3 999 0 nonexistent
R8CQNO02K1 1 999 0 nonexistent
CHX0J209G7 1 999 0 nonexistent
S8F2OSTKFR 3 999 0 nonexistent
DDU2JUZE0L 1 999 0 nonexistent
223EO57CQR 2 999 0 nonexistent
AZVE5VQ5IM 2 999 0 nonexistent
LDBV4MGG82 1 999 0 nonexistent
POKSI1KJHU 1 999 0 nonexistent
HVAFESW2JB 1 999 1 failure
SG628Y05HO 1 999 0 nonexistent
QYHY3H544I 2 999 0 nonexistent
IPQ7TWAIGZ 2 999 0 nonexistent
0JW6CZGMD0 1 999 0 nonexistent
IFZIMC7NVE 4 999 0 nonexistent
X44K81PBVF 2 999 0 nonexistent
A914RVQO16 1 999 0 nonexistent
JJ53PVW98G 3 999 0 nonexistent
FJ1W8QCDS2 4 999 0 nonexistent
4TC849VHAZ 1 999 0 nonexistent
4AEC60PINR 1 999 0 nonexistent
HV1211UR3H 1 999 0 nonexistent
EGYOC8KKOZ 3 999 0 nonexistent
BZ2KGZBEX6 1 999 0 nonexistent
QJZKMH3QYK 4 999 0 nonexistent
3HIC5JYR97 3 11 2 failure
FDMN7ED9GK 4 999 0 nonexistent
JPQLW2J6LX 1 999 0 nonexistent
OMYICR9HT6 1 999 0 nonexistent
B5QTSWDRX0 1 999 0 nonexistent
LRSJN9XVGN 2 999 2 failure
NP9A3SN8W1 3 999 0 nonexistent
0TH3VVRO7I 1 999 0 nonexistent
2NJZ628F7F 1 999 1 failure
01NFLWR48H 1 999 0 nonexistent
59ORYUW94O 1 999 0 nonexistent
KWXJTNJ5QR 1 999 0 nonexistent
5GSGI6MTL1 4 999 0 nonexistent
1PHIL9CHHX 8 999 0 nonexistent
8B5D4CC1YL 1 999 0 nonexistent
1FZGA0W05C 1 999 0 nonexistent
E98LXYAVKJ 3 999 0 nonexistent
YLIFHROOUB 1 999 0 nonexistent
FG0ZXVJYED 2 999 0 nonexistent
6TXBCEZKLD 2 999 0 nonexistent
XWAZRCOOZB 4 999 0 nonexistent
5FAAWPPFLV 6 999 0 nonexistent
1QSH7JB7AL 2 999 0 nonexistent
YB52G3QZN3 2 999 0 nonexistent
UARP9P4J2X 4 999 0 nonexistent
45WX6MCZ5B 9 999 0 nonexistent
HSIV3J9V3O 3 999 0 nonexistent
I6K4H2KD65 1 999 0 nonexistent
RAZ4C525KB 1 999 0 nonexistent
2E7NHH5GYQ 2 999 0 nonexistent
35W5FAFL0E 2 999 0 nonexistent
7I1Z36EN6H 18 999 0 nonexistent
JNANUF17O8 1 999 0 nonexistent
77GQ7035RG 6 999 0 nonexistent
OKNG3SJMIS 1 999 0 nonexistent
QAN25ZI7HK 1 999 0 nonexistent
S4U1N0X6MO 2 999 0 nonexistent
84OU5FVOCU 2 999 0 nonexistent
UQSI0TGA0A 10 999 0 nonexistent
38GUKSFWA1 1 999 0 nonexistent
A87VI6H61O 2 999 0 nonexistent
OR76SZ2TWH 2 999 0 nonexistent
ZHYTJAE3QE 2 999 0 nonexistent
U0JBSKC85H 1 999 0 nonexistent
XM7BD9RONA 3 999 0 nonexistent
OSIM679EJM 2 999 0 nonexistent
KI0H7YVB19 2 999 0 nonexistent
O1YDQVFNRC 1 999 1 failure
P05M745XSJ 2 999 0 nonexistent
QAZPDIK9K4 1 999 0 nonexistent
ZAHVM1ZMYF 10 999 0 nonexistent
QHI0MKD3NL 2 999 0 nonexistent
ND2TIVLS79 1 3 1 success
D05IJNB6Y4 1 999 0 nonexistent
R42T8D3WS1 3 999 0 nonexistent
8LH7F04L20 1 999 0 nonexistent
0JR912H81H 3 999 0 nonexistent
Y0PCCIYZXH 1 999 0 nonexistent
TSULZ8J12Z 1 999 1 failure
14SUUYYG8P 1 999 0 nonexistent
LBHD5F6XY6 1 999 0 nonexistent
D7SSX35SZC 1 999 0 nonexistent
WFXSTDYVKU 1 999 0 nonexistent
7HA46F01I3 6 999 0 nonexistent
VKPJPU9TBA 2 999 0 nonexistent
K5QSNHHB79 9 999 0 nonexistent
RM5M4J3CHS 2 999 0 nonexistent
BKC0VG83A0 3 999 0 nonexistent
SIB06KR6O3 5 999 0 nonexistent
JEAORZX3L2 5 999 0 nonexistent
04BLXOJ98A 2 999 0 nonexistent
PH6DNDJ9F7 2 999 0 nonexistent
PA7VWZ79WI 4 999 0 nonexistent
NJ5EE0T9W3 1 999 1 failure
1E497PM4ZS 1 999 0 nonexistent
YX6C7AETS1 10 999 0 nonexistent
6OOSF9JD4E 1 10 1 success
KCJE157BW7 3 999 0 nonexistent
39GLQI7COC 5 999 1 failure
7EFPFWZZY3 1 999 2 failure
P1P17D2ALR 1 999 1 failure
UBZW6B3GTA 4 999 0 nonexistent
LRN48RG5LL 4 999 0 nonexistent
UJZK3JGGUN 23 999 0 nonexistent
PS695MJVYA 2 999 0 nonexistent
57O4RI3R8C 2 999 0 nonexistent
SC75DJTAUR 3 999 0 nonexistent
9634OIQS6C 1 999 0 nonexistent
RCXB86ZENH 1 999 0 nonexistent
AW74HXDB9W 3 999 0 nonexistent
PXUOQF14UT 2 999 0 nonexistent
IBKAAYYY1M 1 999 1 failure
UI72M6VAT7 2 999 0 nonexistent
FC4EK45WAN 2 999 0 nonexistent
9V7V8XJPRX 1 999 0 nonexistent
AVO0DAC9DV 4 999 0 nonexistent
L3WD3HX1J3 1 999 0 nonexistent
Y87QKH04KS 1 999 0 nonexistent
KWCFFYIYYT 2 999 0 nonexistent
KGS94SIALN 1 999 0 nonexistent
2MAQ2Q0911 2 999 0 nonexistent
E8TA7N0G6X 5 999 0 nonexistent
ZD85890W3A 1 999 0 nonexistent
THAW9BS86S 9 999 0 nonexistent
I1I1TN0R3J 2 999 0 nonexistent
T4AYZKQEK3 2 999 0 nonexistent
1386YF4K66 4 999 0 nonexistent
1LSULT6L6X 3 999 0 nonexistent
41BFM5CIAC 3 999 0 nonexistent
L1FICMOY5S 2 999 0 nonexistent
F6XZ249MFK 3 999 1 failure
J3CUCVA37T 3 999 0 nonexistent
3Z001QG9GL 1 999 0 nonexistent
2AGUFTT7TE 1 999 0 nonexistent
LWWI0BNO7X 3 999 0 nonexistent
A0J07BA77J 1 999 0 nonexistent
W9KWKBP0AB 1 999 0 nonexistent
3M5TADHK88 6 999 0 nonexistent
9D2S8MKRM4 2 999 0 nonexistent
VP9VJCW6K6 6 999 0 nonexistent
NUGH8K4PY0 1 999 1 failure
TAWCJB11L2 1 999 0 nonexistent
JHHVC2BLT2 1 999 0 nonexistent
23O5GLJIW2 1 999 0 nonexistent
51P9S7HLNC 2 999 0 nonexistent
SF0RPUJSI8 2 999 0 nonexistent
RYBA0CEVLR 2 999 0 nonexistent
7IUQ9FLSY9 5 999 0 nonexistent
JDKCGKF9TV 2 999 0 nonexistent
2Q3KDOFLFW 6 6 3 success
1LK6KQ70CA 1 6 1 success
M9A4LKRHVR 1 999 0 nonexistent
DQAGVZM352 5 999 0 nonexistent
Y0VVRD6X7Y 2 999 0 nonexistent
TDDNLGEEOU 1 11 1 success
GGMD1EA6F5 2 999 0 nonexistent
28MMQYSHSY 1 999 0 nonexistent
TP8AEC91AK 1 999 0 nonexistent
PYNIJ9NBZM 1 999 0 nonexistent
72BEMOECED 2 999 0 nonexistent
TJ7LYUNA6G 1 999 0 nonexistent
QERD3879WA 8 999 0 nonexistent
F74370CIQQ 1 999 0 nonexistent
SZYUTOWZF1 2 999 0 nonexistent
D6XK3LN0BQ 3 999 0 nonexistent
3ISCD3CHNA 5 999 0 nonexistent
A5FE0G0H7P 1 999 0 nonexistent
WG8LAPKVZ9 1 999 0 nonexistent
AA8S6B955I 1 999 0 nonexistent
J8YN7C2ZWC 3 999 1 failure
WAU7S4E13F 1 999 0 nonexistent
JXN2FEW6XJ 7 999 0 nonexistent
0IN6ZESJ9F 5 999 0 nonexistent
I1WYGOIA7C 1 999 0 nonexistent
YJ46XJ9AHC 1 999 0 nonexistent
DYKCBZ7GUF 1 999 0 nonexistent
005OBOWNCQ 4 999 0 nonexistent
FWL7VTCP4V 2 999 0 nonexistent
FDSDP0VDGL 2 999 0 nonexistent
74BBJEQ9T7 1 999 0 nonexistent
ZW4BU6R5AT 5 999 0 nonexistent
FCUJ3BVAIS 2 999 0 nonexistent
EKVQD0LTE2 2 999 0 nonexistent
9QK47PY8YB 1 999 0 nonexistent
R97RG6UT45 1 999 0 nonexistent
VZG5DEU5OP 2 3 1 success
BLF38CKSG7 1 999 1 failure
Z80L4F1VFR 1 999 0 nonexistent
304B2D6ZDJ 1 999 1 failure
VHJ4OBIB6X 2 999 0 nonexistent
1EFNUQKJS9 2 999 0 nonexistent
NALQBXBJT0 6 999 0 nonexistent
KEZW1ERH1F 12 999 0 nonexistent
VCG7J6ILKC 1 999 0 nonexistent
B57H7CP268 1 999 0 nonexistent
YH557ULQ7P 2 999 0 nonexistent
NH2850TTHU 3 999 0 nonexistent
I4BRBISDPL 10 999 0 nonexistent
W4VVZ33YDF 2 999 0 nonexistent
2OND4QSHF6 3 6 1 success
7Q32SVUCIP 3 999 0 nonexistent
HLAK1ZJB7S 1 999 1 failure
2FLM1GOPL4 1 999 0 nonexistent
OER6GRQILP 1 999 1 failure
KMX0KNEH6X 1 999 0 nonexistent
NWECI3F4CW 4 2 1 success
VUR5MCFNG3 1 999 0 nonexistent
HPHN9RGNOS 1 999 0 nonexistent
GWHPPYG1FG 1 999 0 nonexistent
SQAVW5ZGZG 1 999 0 nonexistent
JZSDSHGDID 1 999 0 nonexistent
B7XIQWRWAO 2 999 0 nonexistent
ARKZLLJ6T3 3 999 0 nonexistent
0JP8C1F5U1 1 999 0 nonexistent
5ZUHFQ6JKY 1 999 0 nonexistent
ZD092HIH1H 2 999 0 nonexistent
QTSGQWVYLL 1 999 0 nonexistent
F1E9W5LT6N 5 999 0 nonexistent
KCJ59E5AXW 2 999 0 nonexistent
7IO5A7OABI 4 999 0 nonexistent
VYGXI3CJ8V 2 999 0 nonexistent
E116USVYTM 4 999 0 nonexistent
P123N5SC8T 1 999 0 nonexistent
IW68WG85GL 20 999 0 nonexistent
BDGQK3R4K3 2 999 0 nonexistent
W9V2GPRT6J 2 999 0 nonexistent
MS70RBM28O 1 999 0 nonexistent
G47KNYWNZS 1 999 1 failure
YXSR9M9JJE 2 999 0 nonexistent
X957QKX24A 1 999 0 nonexistent
IETFJCNZH4 10 999 0 nonexistent
8E4JHQBERT 1 999 0 nonexistent
NGM36PIOPT 1 999 0 nonexistent
HF1ROU5YQ2 2 3 3 success
ECEJ33GQF5 2 999 0 nonexistent
PEWSHY0RRP 1 999 1 failure
RN2Q7J0A6A 1 999 0 nonexistent
HZEAE164SJ 1 999 0 nonexistent
3WR7OPIINY 8 999 0 nonexistent
2CJQUABT8L 2 999 0 nonexistent
DBCPZVUE0N 1 999 0 nonexistent
2TLLGR3NQ7 6 999 0 nonexistent
SMKR0FV6L3 1 999 0 nonexistent
PTNGV9MPVH 3 999 0 nonexistent
SVX7BZZCS3 1 999 0 nonexistent
6OVYZLMK6N 2 999 0 nonexistent
6LJX6F0MZQ 3 999 0 nonexistent
Y629IKGUIJ 1 999 0 nonexistent
HAHMX4NCSR 1 999 0 nonexistent
FISYHKUR8N 1 999 0 nonexistent
HIHS7WRUMS 2 999 0 nonexistent
M8XWH22IZF 1 999 1 failure
4DFW8EBR86 3 999 0 nonexistent
JDP9ZHDTWW 1 999 0 nonexistent
E9IUR003AG 7 999 0 nonexistent
WWGHXM47CF 9 999 0 nonexistent
F65TW4QZ4T 2 999 0 nonexistent
3UAA0CEWVN 1 999 0 nonexistent
GIG63VUYOQ 1 999 0 nonexistent
M3830Q0I1D 7 999 0 nonexistent
UKKCQVL5UZ 4 999 0 nonexistent
UV09BCO3OF 1 999 0 nonexistent
JGWVPHXR1E 1 999 0 nonexistent
V8ENOM3G77 8 999 0 nonexistent
B2VNN2BVY9 2 999 0 nonexistent
7FXOYQC4Q1 2 999 0 nonexistent
0RHFA158R7 1 999 1 failure
JDTRXCCUU5 1 999 0 nonexistent
AY6906EXMA 2 999 0 nonexistent
Q2PXVAQ1W2 2 999 0 nonexistent
1NJG887BSF 6 999 0 nonexistent
GSFUYNWDJ7 3 999 0 nonexistent
0VH7PC17RO 2 999 0 nonexistent
8SPTC4Q28Y 1 999 0 nonexistent
QQ4L3BWER8 1 999 1 failure
P8ALGMAYRW 7 999 0 nonexistent
K8B8RVL0L7 1 999 0 nonexistent
IHMSVX09XP 1 999 0 nonexistent
10WAXI0U3X 1 999 0 nonexistent
0Z4X61RUDJ 1 999 0 nonexistent
YH62DRQC8H 1 999 0 nonexistent
5ZDL3FH3LL 1 999 0 nonexistent
A83V8U4QLV 3 999 0 nonexistent
QZRX5Q0LUZ 3 999 0 nonexistent
KLL2KVPCGP 2 999 0 nonexistent
ZZJD68YLXJ 1 999 0 nonexistent
AEFQJERT5P 1 999 0 nonexistent
UOSYALYSNO 7 999 0 nonexistent
86KXJQZW6R 1 999 0 nonexistent
LKHSYY5CSK 2 999 0 nonexistent
SF9ATOHX6C 10 999 0 nonexistent
TA9JAZEARP 4 999 0 nonexistent
ZAT7LPX00F 2 999 0 nonexistent
NRSKKJQMY8 1 999 1 failure
BJR3GEGYSU 6 999 1 failure
4BCL2I6PJZ 2 999 0 nonexistent
M5YWNXLN8D 3 999 1 failure
1HWD7IB1HR 2 999 0 nonexistent
961TPKHAGA 1 999 0 nonexistent
CSJOH7BQRQ 1 999 0 nonexistent
B49XFI4FZ7 20 999 0 nonexistent
JN5IWGT3OH 2 999 0 nonexistent
SHOEV6Q5QU 4 999 0 nonexistent
KQ3147POKI 1 6 2 success
8I40O96Y9C 1 999 0 nonexistent
UZC2X1KB9W 1 999 0 nonexistent
DFLPNVM8RD 3 999 0 nonexistent
6F8PK1QC8L 3 999 0 nonexistent
D6V9LXNM7S 3 999 0 nonexistent
TQA4CLO0J1 2 999 0 nonexistent
B60XIC0RF7 11 999 0 nonexistent
GI54OJ38JC 34 999 0 nonexistent
KQTZDV38IH 1 999 0 nonexistent
W4M6IDWZAM 6 999 0 nonexistent
VGOYWBHPOI 4 999 0 nonexistent
JGW0OWAOK7 1 999 0 nonexistent
BN7BTKLC1F 4 999 0 nonexistent
W0U0D55Y2N 1 999 1 failure
DJ29EBPRBB 21 999 0 nonexistent
94GTNQYCFQ 3 999 0 nonexistent
V7RKX2CYMA 1 999 0 nonexistent
OEY9TJ34QV 1 999 1 failure
5V74TR3O8A 1 999 0 nonexistent
WDJKWZ7Y6D 1 9 1 success
FHMZ4ZRCMV 2 999 0 nonexistent
TAETU2ID0O 1 999 0 nonexistent
L6WCVU2C1O 2 999 0 nonexistent
NEQW6DT78J 1 999 0 nonexistent
WHOTXEU1AT 2 999 0 nonexistent
WYQZYV2Z5D 2 999 1 failure
NJ682D0GY4 1 999 0 nonexistent
1STH0WDN02 1 999 0 nonexistent
I66YU60T6U 1 999 0 nonexistent
8YSDWQRDQV 1 999 0 nonexistent
OYGKTR96CX 2 999 0 nonexistent
RHUELOK8OA 2 999 0 nonexistent
BIM5A0VVK5 3 6 2 success
EPRRXULLCW 4 999 0 nonexistent
6LSVV4H0KU 2 999 0 nonexistent
CN4O3M4UIF 2 999 0 nonexistent
LTB4O7PVCM 6 999 0 nonexistent
U236FX1XH1 6 999 0 nonexistent
UNPICDFM7N 6 999 1 failure
X5K1Q8RHFL 1 999 0 nonexistent
U5ZKGNQ0JM 1 999 0 nonexistent
3ASD4CYGVP 2 999 0 nonexistent
94XCWCNW28 1 999 0 nonexistent
60PSJN5ZM9 2 999 1 failure
HQRZA6WKTJ 3 999 0 nonexistent
N8ZRK0ODKH 2 999 1 failure
2K8E3NIMCC 2 999 0 nonexistent
ZRT854LJWI 1 999 0 nonexistent
UW6LTPB7W1 3 999 0 nonexistent
ZEIW7NKAU7 1 999 0 nonexistent
44HIIS5K0V 2 999 0 nonexistent
9N4D58N41C 1 999 0 nonexistent
RTR0198X40 2 999 0 nonexistent
KJNYXMFC60 5 999 0 nonexistent
PPMH7BSF02 5 999 0 nonexistent
4S6I50FUQW 2 999 0 nonexistent
Q0S3MZMBHJ 1 999 2 failure
87IAIGJ4R4 1 999 0 nonexistent
342K3QJ7QV 3 999 0 nonexistent
R3G2N4O9OO 1 999 0 nonexistent
HQ35MOG82D 1 999 1 failure
FVPP6J6BRS 1 999 0 nonexistent
87A7BP0XPE 1 999 0 nonexistent
R9MUTWKH2W 7 999 0 nonexistent
JU6IVK7ZFE 2 999 0 nonexistent
HAI7YG9GZH 1 999 0 nonexistent
MPLOK4YG7X 1 999 0 nonexistent
L6JS3FQMOX 1 999 0 nonexistent
BOTNYXSWGM 2 999 0 nonexistent
K3HMZMHAH0 1 999 1 failure
5FNYG86KT4 2 999 0 nonexistent
OSZLIIQ1MY 2 999 0 nonexistent
2GZ43TNOL4 4 999 1 failure
16SGA4XG7A 6 999 0 nonexistent
KAG9YP6RAS 1 999 0 nonexistent
5ZM2PKCWNY 1 999 0 nonexistent
LBBX1ARV8Z 1 999 0 nonexistent
3YTMN2VR1Y 3 999 0 nonexistent
K3381URMFH 2 999 0 nonexistent
KB1JF1GMQ5 1 999 0 nonexistent
M54V8KCPSH 2 999 0 nonexistent
NIXJNYHJYC 1 999 0 nonexistent
1TZ0DTULQI 1 999 0 nonexistent
NW7LZWOLF1 1 999 0 nonexistent
2BJULOPSWG 11 999 0 nonexistent
URXPZTAS1K 3 999 0 nonexistent
G3PEVWFPAS 2 999 0 nonexistent
QTR4DR9R57 1 999 0 nonexistent
VMCDT2Z2CT 5 999 0 nonexistent
I9XYEO8RAP 6 999 0 nonexistent
C65D0SIN12 1 999 0 nonexistent
JQKXVATR7G 2 999 0 nonexistent
R1I2B2TST4 2 999 0 nonexistent
FJNDZR8BJW 6 999 0 nonexistent
19F4YQG3B9 1 999 0 nonexistent
QVMD6I69RF 2 999 0 nonexistent
B26OLIIVB1 1 3 2 success
4GCSCCZ1I8 1 999 0 nonexistent
PKP8PJ6SVD 1 999 0 nonexistent
ELXVT2PA17 1 999 0 nonexistent
RQ1ZFIMC7C 2 999 0 nonexistent
VNAB0YXGTR 2 999 0 nonexistent
USMHKM5ZVS 2 999 0 nonexistent
FHVE30BVZ4 2 999 1 failure
YUSE1K3R16 1 999 0 nonexistent
BM7QXJ48YF 1 999 0 nonexistent
K0Y23PXFMG 1 999 0 nonexistent
O6OY1GZ58S 1 999 0 nonexistent
DDBM5FBJP0 1 999 0 nonexistent
PXMVRCR6SC 1 999 0 nonexistent
HTSKYCH38O 3 999 1 failure
L2E17V49L9 6 999 0 nonexistent
LWCAQB4N2S 5 999 0 nonexistent
QXMN1NCDHD 1 999 1 failure
UGZBDEP1AV 2 999 1 failure
IONJH9ONPI 1 999 0 nonexistent
KBJZ1W1B8R 6 999 0 nonexistent
PNXW82XE76 3 999 0 nonexistent
L65JS71KW2 4 999 0 nonexistent
CSK6F2H7O7 8 999 0 nonexistent
VDH4POUTT3 4 999 0 nonexistent
GPIH7C0LR2 6 999 0 nonexistent
EFZDO6YD2J 3 999 0 nonexistent
FF1ZKAM6O8 3 999 0 nonexistent
MZRW7HMANT 2 999 0 nonexistent
ZQ7BEK71YW 2 999 0 nonexistent
KLEAIVZEUJ 1 999 1 failure
1IL6U35JL7 5 999 0 nonexistent
EBWFYFPLG4 2 999 0 nonexistent
MFWCW9DL0P 1 999 1 failure
I3Z3IM62BR 2 999 0 nonexistent
SHZRX4ZZXC 1 999 0 nonexistent
16R57MQU3P 1 0 1 success
37OBPNQDOF 6 999 0 nonexistent
YGB77VF0OD 12 999 0 nonexistent
8WQWGORI3O 8 999 0 nonexistent
1E2FI7VTQH 11 999 0 nonexistent
XA3BT2ZE3Z 1 999 0 nonexistent
7XS0GE6OPM 1 999 0 nonexistent
5836F628SO 1 999 0 nonexistent
10M26CSNDU 1 999 0 nonexistent
IY48WM86LI 2 999 1 failure
24JA23F8SH 1 999 0 nonexistent
XO68BX56VB 2 999 0 nonexistent
TX2XHID7HR 9 999 0 nonexistent
IWZM51446U 4 999 0 nonexistent
PMIV99S4W9 10 999 0 nonexistent
KXECETCVLM 2 999 0 nonexistent
YKJJCHKE4E 2 999 0 nonexistent
SJLCZKLH99 3 999 0 nonexistent
JYCT9DQ410 3 999 0 nonexistent
0QN7DE9K5J 1 999 0 nonexistent
XGZMS2UP46 2 999 0 nonexistent
H85NAS2M8A 1 999 0 nonexistent
A0OHZ9BUKP 2 999 0 nonexistent
6521I1KKDP 2 999 0 nonexistent
RFTJSZQ024 1 999 0 nonexistent
SJ3MCDMDAW 7 999 0 nonexistent
JV0JIOOIK5 1 999 0 nonexistent
C8VZ1L1OUN 3 6 1 success
OKPRCYNI3A 3 999 0 nonexistent
EUGE9JF79H 1 999 0 nonexistent
W4HPNPD09B 1 999 0 nonexistent
56D9P9AIE9 6 999 0 nonexistent
UJT3QME68Y 1 999 0 nonexistent
QH1DO5PRF6 3 999 0 nonexistent
4C1X985H8P 1 999 0 nonexistent
0VMGK6YUV2 4 999 0 nonexistent
R83UZRSG4J 7 999 0 nonexistent
XZJ6922SNL 1 999 1 failure
AREQNEOOR1 4 999 0 nonexistent
O1ROPNND4E 11 999 0 nonexistent
IBF9MKITTB 1 999 0 nonexistent
7YA49K0NFK 5 999 0 nonexistent
FMWMLWYVZL 1 999 0 nonexistent
UOXMLS4AT0 2 999 0 nonexistent
I90YM3R382 2 999 0 nonexistent
E2UNRUORGL 3 999 1 failure
ROMDMELDSK 2 999 0 nonexistent
IH6M7KIN2A 1 999 2 failure
CQ4HVDKB0C 2 999 0 nonexistent
9L3UKUYEDI 1 999 2 failure
7QKTPB0C16 2 999 0 nonexistent
CF5BZ0ERCZ 1 999 0 nonexistent
O9UUO0HBDS 2 999 0 nonexistent
EX4DSTCWJP 1 999 0 nonexistent
A1PC84X322 1 999 0 nonexistent
FC4I2LX5BH 2 999 0 nonexistent
BIZCV0I031 1 999 0 nonexistent
AMA5F7IATS 4 999 0 nonexistent
GE6CU8TMP0 1 3 3 success
X0ACPSY24D 5 999 0 nonexistent
T9HTH7DVLP 1 999 0 nonexistent
VO1H7BFNTV 2 999 0 nonexistent
JHIHDS3QBY 1 999 0 nonexistent
XD8THCMXPV 1 999 0 nonexistent
OHM5T9MNFW 1 999 0 nonexistent
QVXA7UEHPF 1 999 0 nonexistent
XGQ61S3H20 1 999 0 nonexistent
B66C1EI55J 2 999 0 nonexistent
UQEEIN8NRK 7 999 0 nonexistent
86K2UP6RTB 3 999 0 nonexistent
L5ES6X24AZ 1 999 0 nonexistent
Z0JGP3MTPA 1 999 0 nonexistent
HL2Z1TFT05 1 999 0 nonexistent
BUNZRV28TC 1 999 0 nonexistent
U3A23F9O1Z 1 999 1 failure
FS1RNJQDHI 1 999 0 nonexistent
4U3OXRH3L3 7 999 0 nonexistent
KR32ARORVC 1 999 0 nonexistent
0AZG4YV5G6 6 999 0 nonexistent
UMOBQDINLM 5 999 0 nonexistent
2BXKY2G3S8 1 999 0 nonexistent
9HU1TRN008 1 999 0 nonexistent
BMS7MLLLNU 1 999 0 nonexistent
FU439WFENX 1 999 1 failure
VQEUZ5A8B4 2 999 0 nonexistent
HV76KAYKMQ 1 999 0 nonexistent
DL3L65VV1H 1 999 1 failure
N2CYM513W8 1 999 0 nonexistent
NG1N41FPAZ 2 999 0 nonexistent
L19ZKST7YD 1 999 0 nonexistent
JB60C0UG1X 1 999 0 nonexistent
439EJQXJYM 1 6 2 success
HUTPQPOWPN 1 999 0 nonexistent
L991RGGOBJ 9 999 0 nonexistent
NDBGHKXTM9 14 999 0 nonexistent
77EA7PJ47Z 1 3 1 success
3GISY2B1YL 2 999 0 nonexistent
1K0YP210PP 3 999 0 nonexistent
A3KQ9XY71M 1 999 0 nonexistent
XK8F7JCBRK 3 999 0 nonexistent
ZOAD8DPAXI 1 999 1 failure
2Q7MUCKU2J 3 999 0 nonexistent
MYIA7W7OWF 3 999 1 failure
0J5A82ZVYT 1 999 0 nonexistent
4XGF4LX2O1 1 999 0 nonexistent
Z38WO6XOQD 2 999 0 nonexistent
XW6L4E9QMC 4 999 0 nonexistent
8K62THG2IZ 2 999 0 nonexistent
SYAM4FL0HM 3 999 0 nonexistent
KFARDMQI4G 4 999 0 nonexistent
F1IVUEQY0P 1 999 0 nonexistent
N8QEEOP248 1 999 0 nonexistent
DHXYPVGFJC 1 999 1 failure
4484M0PHLL 1 999 0 nonexistent
7TLF8LLIEU 1 999 0 nonexistent
5AWQIVU3Z8 4 999 0 nonexistent
00I76GNOI6 7 999 0 nonexistent
G1FE1CQRK6 3 999 0 nonexistent
9SLP84PUY6 2 999 0 nonexistent
